datetime,humidity,lag_1,lag_2,lag_3,rolling_mean_7,rolling_std_7
2012-04-27,83.5,82.1,72.2,79.3,82.74285714285715,5.9710013517714
2012-04-28,77.8,83.5,82.1,72.2,81.95714285714287,6.241222407738403
2012-04-29,72.7,77.8,83.5,82.1,79.47142857142856,5.9140269094512306
2012-04-30,83.0,72.7,77.8,83.5,78.65714285714286,4.699240060143361
2012-05-01,82.1,83.0,72.7,77.8,79.05714285714285,4.8788171868656995
2012-05-02,95.2,82.1,83.0,72.7,82.34285714285714,6.841261370745593
2012-05-03,78.1,95.2,82.1,83.0,81.77142857142857,7.029394067227967
2012-05-04,79.4,78.1,95.2,82.1,81.18571428571428,7.0321709714303315
2012-05-05,77.3,79.4,78.1,95.2,81.11428571428571,7.0747034263937465
2012-05-06,86.9,77.3,79.4,78.1,83.14285714285714,6.24736134776295
2012-05-07,87.6,86.9,77.3,79.4,83.8,6.467869303977311
2012-05-08,80.5,87.6,86.9,77.3,83.57142857142857,6.565494214886867
2012-05-09,71.1,80.5,87.6,86.9,80.12857142857142,5.71510113229678
2012-05-10,68.7,71.1,80.5,87.6,78.78571428571429,7.18619708687618
2012-05-11,64.4,68.7,71.1,80.5,76.64285714285714,8.984033456240939
2012-05-12,57.5,64.4,68.7,71.1,73.81428571428572,11.505712866720959
2012-05-13,67.3,57.5,64.4,68.7,71.01428571428572,10.088017408693107
2012-05-14,68.3,67.3,57.5,64.4,68.25714285714285,6.948346840042176
2012-05-15,75.7,68.3,67.3,57.5,67.57142857142857,5.655296716564156
2012-05-16,76.0,75.7,68.3,67.3,68.27142857142857,6.416830548309233
2012-05-17,83.3,76.0,75.7,68.3,70.35714285714286,8.585619205558624
2012-05-18,77.2,83.3,76.0,75.7,72.18571428571428,8.4676696068888
2012-05-19,77.2,77.2,83.3,76.0,75.0,5.541359640617638
2012-05-20,79.0,77.2,77.2,83.3,76.67142857142858,4.4980419020258235
2012-05-21,77.3,79.0,77.2,77.2,77.95714285714287,2.586411376699913
2012-05-22,71.4,77.3,79.0,77.2,77.34285714285714,3.544882293700243
2012-05-23,65.3,71.4,77.3,79.0,75.81428571428572,5.8061543702719325
2012-05-24,83.1,65.3,71.4,77.3,75.78571428571429,5.763514139662932
2012-05-25,82.7,83.1,65.3,71.4,76.57142857142857,6.335012308778898
2012-05-26,76.4,82.7,83.1,65.3,76.45714285714287,6.3289960085458805
2012-05-27,80.9,76.4,82.7,83.1,76.72857142857143,6.494796451959071
2012-05-28,77.5,80.9,76.4,82.7,76.75714285714285,6.498168240065016
2012-05-29,80.6,77.5,80.9,76.4,78.07142857142857,6.155407997772905
2012-05-30,84.0,80.6,77.5,80.9,80.74285714285715,2.869876386917939
2012-05-31,78.6,84.0,80.6,77.5,80.1,2.7556003580584925
2012-06-01,89.1,78.6,84.0,80.6,81.01428571428572,4.357915622339106
2012-06-02,94.4,89.1,78.6,84.0,83.58571428571429,6.131184923930045
2012-06-03,87.5,94.4,89.1,78.6,84.52857142857142,6.156761671992243
2012-06-04,84.9,87.5,94.4,89.1,85.58571428571429,5.328360777145903
2012-06-05,82.8,84.9,87.5,94.4,85.89999999999999,5.042486159293344
2012-06-06,73.9,82.8,84.9,87.5,84.45714285714284,6.811474911954742
2012-06-07,83.3,73.9,82.8,84.9,85.12857142857145,6.354188719711794
2012-06-08,78.5,83.3,73.9,82.8,83.61428571428573,6.511126008975741
2012-06-09,78.9,78.5,83.3,73.9,81.39999999999999,4.581484475581977
2012-06-10,82.2,78.9,78.5,83.3,80.64285714285714,3.771762250750864
2012-06-11,79.6,82.2,78.9,78.5,79.88571428571429,3.2738502161971383
2012-06-12,83.5,79.6,82.2,78.9,79.98571428571428,3.3864576238444273
2012-06-13,80.1,83.5,79.6,82.2,80.87142857142858,2.093413707889508
2012-06-14,87.0,80.1,83.5,79.6,81.39999999999999,3.0550504633036817
2012-06-15,79.9,87.0,80.1,83.5,81.60000000000001,2.874021572639754
2012-06-16,93.5,79.9,87.0,80.1,83.68571428571428,5.056820005836384
2012-06-17,75.7,93.5,79.9,87.0,82.75714285714285,5.901371914749067
2012-06-18,76.1,75.7,93.5,79.9,82.25714285714285,6.34503930716922
2012-06-19,73.6,76.1,75.7,93.5,80.84285714285714,7.082338865764796
2012-06-20,78.0,73.6,76.1,75.7,80.54285714285713,7.163066648407133
2012-06-21,69.5,78.0,73.6,76.1,78.04285714285713,7.575807359143716
2012-06-22,77.4,69.5,78.0,73.6,77.6857142857143,7.532469398417375
2012-06-23,77.9,77.4,69.5,78.0,75.45714285714287,3.0445892677868565
2012-06-24,73.2,77.9,77.4,69.5,75.10000000000001,3.1559467676117596
2012-06-25,82.0,73.2,77.9,77.4,75.94285714285715,4.110903040637528
2012-06-26,87.0,82.0,73.2,77.9,77.85714285714286,5.664467360325192
2012-06-27,84.9,87.0,82.0,73.2,78.84285714285714,6.262283167997868
2012-06-28,83.0,84.9,87.0,82.0,80.77142857142857,4.817576944797709
2012-06-29,87.9,83.0,84.9,87.0,82.27142857142859,5.211434314950764
2012-06-30,76.0,87.9,83.0,84.9,82.0,5.517547764481253
2012-07-01,82.6,76.0,87.9,83.0,83.34285714285714,3.936096688707711
2012-07-02,72.7,82.6,76.0,87.9,82.01428571428572,5.657864311860729
2012-07-03,79.0,72.7,82.6,76.0,80.87142857142858,5.27816707002027
2012-07-04,74.3,79.0,72.7,82.6,79.35714285714286,5.447585747483859
2012-07-05,76.4,74.3,79.0,72.7,78.41428571428573,5.2806024187360245
2012-07-06,75.4,76.4,74.3,79.0,76.62857142857142,3.2683911871714297
2012-07-07,76.9,75.4,76.4,74.3,76.75714285714285,3.2572263982601393
2012-07-08,80.0,76.9,75.4,76.4,76.38571428571429,2.551750099721268
2012-07-09,80.8,80.0,76.9,75.4,77.54285714285713,2.4357457057041145
2012-07-10,93.3,80.8,80.0,76.9,79.58571428571429,6.487790731167847
2012-07-11,77.4,93.3,80.8,80.0,80.02857142857144,6.1646071206833435
2012-07-12,92.9,77.4,93.3,80.8,82.38571428571429,7.545733578525955
2012-07-13,77.7,92.9,77.4,93.3,82.71428571428571,7.234507256067556
2012-07-14,78.5,77.7,92.9,77.4,82.94285714285715,7.042929585254707
2012-07-15,74.6,78.5,77.7,92.9,82.17142857142858,7.685422193068718
2012-07-16,83.3,74.6,78.5,77.7,82.52857142857144,7.669140387664918
2012-07-17,82.1,83.3,74.6,78.5,80.92857142857143,6.04337496374169
2012-07-18,68.4,82.1,83.3,74.6,79.64285714285714,7.660256119055204
2012-07-19,76.4,68.4,82.1,83.3,77.28571428571429,4.96569181867885
2012-07-20,75.7,76.4,68.4,82.1,77.0,4.995331153520469
2012-07-21,72.7,75.7,76.4,68.4,76.17142857142858,5.182571525704822
2012-07-22,71.6,72.7,75.7,76.4,75.74285714285715,5.4512558622935
2012-07-23,75.8,71.6,72.7,75.7,74.67142857142858,4.342700498427951
2012-07-24,86.0,75.8,71.6,72.7,75.22857142857143,5.539769635918665
2012-07-25,78.0,86.0,75.8,71.6,76.60000000000001,4.690771080891946
2012-07-26,81.8,78.0,86.0,75.8,77.37142857142858,5.080260585742282
2012-07-27,85.4,81.8,78.0,86.0,78.75714285714285,5.817747886956726
2012-07-28,82.2,85.4,81.8,78.0,80.11428571428571,5.249580482104667
2012-07-29,78.9,82.2,85.4,81.8,81.15714285714286,3.801691352918617
2012-07-30,68.6,78.9,82.2,85.4,80.12857142857142,5.892004267285736
2012-07-31,65.5,68.6,78.9,82.2,77.2,7.391210996852882
2012-08-01,64.5,65.5,68.6,78.9,75.27142857142857,8.778708007771598
2012-08-02,73.5,64.5,65.5,68.6,74.08571428571429,8.297274366004826
2012-08-03,68.5,73.5,64.5,65.5,71.67142857142858,6.775621566988998
2012-08-04,65.2,68.5,73.5,64.5,69.24285714285715,5.247176111286517
2012-08-05,68.6,65.2,68.5,73.5,67.77142857142857,3.0874554170675346
2012-08-06,55.9,68.6,65.2,68.5,65.95714285714286,5.391306935817064
2012-08-07,69.4,55.9,68.6,65.2,66.51428571428572,5.535771121059884
2012-08-08,63.2,69.4,55.9,68.6,66.32857142857144,5.635516623970364
2012-08-09,65.3,63.2,69.4,55.9,65.15714285714286,4.665067753297466
2012-08-10,55.8,65.3,63.2,69.4,63.34285714285714,5.5365022480674435
2012-08-11,56.7,55.8,65.3,63.2,62.128571428571426,5.975983680732372
2012-08-12,63.5,56.7,55.8,65.3,61.39999999999999,5.3316664061684635
2012-08-13,82.3,63.5,56.7,55.8,65.17142857142856,8.921456212546229
2012-08-14,78.8,82.3,63.5,56.7,66.5142857142857,10.26960378518863
2012-08-15,64.2,78.8,82.3,63.5,66.65714285714286,10.222663896600332
2012-08-16,74.9,64.2,78.8,82.3,68.02857142857142,10.645455099981072
2012-08-17,89.0,74.9,64.2,78.8,72.77142857142857,11.638687538509066
2012-08-18,77.0,89.0,74.9,64.2,75.67142857142858,9.250894422651582
2012-08-19,81.7,77.0,89.0,74.9,78.27142857142859,7.684988459265637
2012-08-20,77.4,81.7,77.0,89.0,77.57142857142857,7.477235292475826
2012-08-21,71.9,77.4,81.7,77.0,76.58571428571429,7.738524530216365
2012-08-22,70.7,71.9,77.4,81.7,77.51428571428572,6.251780698709796
2012-08-23,90.2,70.7,71.9,77.4,79.7,7.693720383100207
2012-08-24,77.6,90.2,70.7,71.9,78.07142857142857,6.512990681633594
2012-08-25,59.1,77.6,90.2,70.7,75.51428571428572,9.725469752395536
2012-08-26,63.1,59.1,77.6,90.2,72.85714285714286,10.278919713481047
2012-08-27,71.0,63.1,59.1,77.6,71.94285714285715,10.09040090760468
2012-08-28,72.8,71.0,63.1,59.1,72.07142857142857,10.09549640280489
2012-08-29,73.6,72.8,71.0,63.1,72.48571428571428,10.08933902219371
2012-08-30,53.6,73.6,72.8,71.0,67.25714285714285,8.777595939446616
2012-08-31,69.8,53.6,73.6,72.8,66.14285714285714,7.671127066878102
2012-09-01,69.8,69.8,53.6,73.6,67.67142857142856,7.076890627414005
2012-09-02,69.0,69.8,69.8,53.6,68.51428571428572,6.787102614868959
2012-09-03,63.2,69.0,69.8,69.8,67.4,6.949340496286865
2012-09-04,61.7,63.2,69.0,69.8,65.81428571428572,6.776043233684484
2012-09-05,54.4,61.7,63.2,69.0,63.07142857142858,6.982051820134767
2012-09-06,58.0,54.4,61.7,63.2,63.7,6.133786215163754
2012-09-07,60.9,58.0,54.4,61.7,62.42857142857143,5.55359171639225
2012-09-08,72.1,60.9,58.0,54.4,62.75714285714285,6.103238796698309
2012-09-09,65.5,72.1,60.9,58.0,62.25714285714285,5.631712925584021
2012-09-10,65.2,65.5,72.1,60.9,62.542857142857144,5.7372633263769695
2012-09-11,71.1,65.2,65.5,72.1,63.885714285714286,6.549663750002345
2012-09-12,68.7,71.1,65.2,65.5,65.92857142857143,5.1861078166302805
2012-09-13,84.6,68.7,71.1,65.2,69.72857142857143,7.594452862827804
2012-09-14,74.4,84.6,68.7,71.1,71.65714285714286,6.631957263346633
2012-09-15,67.3,74.4,84.6,68.7,70.97142857142856,6.823907552547394
2012-09-16,75.8,67.3,74.4,84.6,72.44285714285714,6.552571287379439
2012-09-17,72.5,75.8,67.3,74.4,73.48571428571428,5.73801027402015
2012-09-18,77.5,72.5,75.8,67.3,74.39999999999999,5.804021594262508
2012-09-19,74.8,77.5,72.5,75.8,75.27142857142857,5.235683427440945
2012-09-20,72.5,74.8,77.5,72.5,73.54285714285713,3.271522144637879
2012-09-21,71.1,72.5,74.8,77.5,73.07142857142857,3.3638838097819592
2012-09-22,66.7,71.1,72.5,74.8,72.98571428571428,3.538563065910718
2012-09-23,58.8,66.7,71.1,72.5,70.55714285714285,6.153009329549466
2012-09-24,56.5,58.8,66.7,71.1,68.27142857142857,8.004314312859451
2012-09-25,66.1,56.5,58.8,66.7,66.64285714285714,6.89682466619165
2012-09-26,65.8,66.1,56.5,58.8,65.35714285714286,5.8878001389474495
2012-09-27,66.8,65.8,66.1,56.5,64.54285714285713,5.073084907252155
2012-09-28,78.4,66.8,65.8,66.1,65.58571428571429,7.021734964007191
2012-09-29,55.7,78.4,66.8,65.8,64.0142857142857,7.905995313985525
2012-09-30,60.5,55.7,78.4,66.8,64.25714285714285,7.74356876012968
2012-10-01,74.3,60.5,55.7,78.4,66.8,7.69415362466848
2012-10-02,63.0,74.3,60.5,55.7,66.35714285714286,7.829188366375507
2012-10-03,61.1,63.0,74.3,60.5,65.68571428571428,8.08237353162801
2012-10-04,52.6,61.1,63.0,74.3,63.65714285714286,9.426356161114944
2012-10-05,33.4,52.6,61.1,63.0,57.22857142857142,12.529926081946654
2012-10-06,87.2,33.4,52.6,61.1,61.728571428571435,16.813656580858517
2012-10-07,61.0,87.2,33.4,52.6,61.800000000000004,16.80862873645555
2012-10-08,66.2,61.0,87.2,33.4,60.642857142857146,16.06713593466043
2012-10-09,69.3,66.2,61.0,87.2,61.54285714285714,16.3942934322543
2012-10-10,63.9,69.3,66.2,61.0,61.94285714285714,16.415831499181607
2012-10-11,91.5,63.9,69.3,66.2,67.5,19.092057685505395
2012-10-12,68.6,91.5,63.9,69.3,72.52857142857144,11.891413468789692
2012-10-13,73.8,68.6,91.5,63.9,70.61428571428571,10.07594967756194
2012-10-14,70.9,73.8,68.6,91.5,72.02857142857142,9.154181974324427
2012-10-15,64.5,70.9,73.8,68.6,71.78571428571429,9.354932490657564
2012-10-16,48.5,64.5,70.9,73.8,68.81428571428572,12.905609706819765
2012-10-17,43.0,48.5,64.5,70.9,65.82857142857144,16.223205014804556
2012-10-18,68.2,43.0,48.5,64.5,62.5,11.889771514485275
2012-10-19,61.5,68.2,43.0,48.5,61.48571428571428,11.58151236114815
2012-10-20,53.1,61.5,68.2,43.0,58.52857142857143,10.505984689010031
2012-10-21,45.9,53.1,61.5,68.2,54.957142857142856,9.826809781215339
2012-10-22,50.6,45.9,53.1,61.5,52.971428571428575,8.941609528064841
2012-10-23,62.2,50.6,45.9,53.1,54.92857142857143,9.292239465581657
2012-10-24,61.4,62.2,50.6,45.9,57.55714285714286,7.845350458043463
2012-10-25,55.7,61.4,62.2,50.6,55.771428571428565,6.2869479308893
2012-10-26,52.8,55.7,61.4,62.2,54.528571428571425,5.80738446167578
2012-10-27,54.5,52.8,55.7,61.4,54.72857142857142,5.773997542348509
2012-10-28,66.3,54.5,52.8,55.7,57.642857142857146,5.723302409989302
2012-10-29,63.4,66.3,54.5,52.8,59.47142857142857,5.110027490374172
2012-10-30,70.9,63.4,66.3,54.5,60.714285714285715,6.69612538996202
2012-10-31,61.3,70.9,63.4,66.3,60.7,6.694525126300255
2012-11-01,57.7,61.3,70.9,63.4,60.98571428571429,6.484964294794589
2012-11-02,56.2,57.7,61.3,70.9,61.471428571428575,5.86762708588799
2012-11-03,69.0,56.2,57.7,61.3,63.542857142857144,5.5470283764843415
2012-11-04,64.9,69.0,56.2,57.7,63.34285714285715,5.4555345423575
2012-11-05,58.8,64.9,69.0,56.2,62.6857142857143,5.718224832768817
2012-11-06,62.5,58.8,64.9,69.0,61.48571428571428,4.447257046550599
2012-11-07,93.4,62.5,58.8,64.9,66.07142857142857,12.844936004215038
2012-11-08,67.9,93.4,62.5,58.8,67.52857142857144,12.304161123472813
2012-11-09,58.3,67.9,93.4,62.5,67.82857142857144,12.00384858919754
2012-11-10,63.1,58.3,67.9,93.4,66.9857142857143,12.114513138026942
2012-11-11,62.9,63.1,58.3,67.9,66.7,12.195217641900948
2012-11-12,60.2,62.9,63.1,58.3,66.9,12.054736275284727
2012-11-13,59.7,60.2,62.9,63.1,66.50000000000001,12.269610154089335
2012-11-14,67.9,59.7,60.2,62.9,62.857142857142854,3.845281586072629
2012-11-15,59.4,67.9,59.7,60.2,61.64285714285715,3.2893044567997274
2012-11-16,63.8,59.4,67.9,59.7,62.42857142857143,3.002062782884411
2012-11-17,70.6,63.8,59.4,67.9,63.5,4.327431878916802
2012-11-18,57.0,70.6,63.8,59.4,62.65714285714286,4.987937831361027
2012-11-19,63.4,57.0,70.6,63.8,63.11428571428571,4.870464923539365
2012-11-20,62.8,63.4,57.0,70.6,63.55714285714286,4.643941265368159
2012-11-21,61.4,62.8,63.4,57.0,62.628571428571426,4.265252741911045
2012-11-22,65.6,61.4,62.8,63.4,63.51428571428571,4.124491310625749
2012-11-23,58.9,65.6,61.4,62.8,62.81428571428571,4.469313359427893
2012-11-24,58.0,58.9,65.6,61.4,61.01428571428571,3.1551167814774588
2012-11-25,50.4,58.0,58.9,65.6,60.07142857142857,5.000904680060039
2012-11-26,49.8,50.4,58.0,58.9,58.128571428571426,6.028464228340396
2012-11-27,73.2,49.8,50.4,58.0,59.614285714285714,8.245489387422316
2012-11-28,80.5,73.2,49.8,50.4,62.34285714285714,11.466161395290749
2012-11-29,65.5,80.5,73.2,49.8,62.32857142857143,11.461488310237595
2012-11-30,61.5,65.5,80.5,73.2,62.7,11.37365376649029
2012-12-01,67.6,61.5,65.5,80.5,64.07142857142857,11.290957190854682
2012-12-02,59.4,67.6,61.5,65.5,65.35714285714286,9.90165931260291
2012-12-03,54.3,59.4,67.6,61.5,66.0,8.809086218218027
2012-12-04,36.8,54.3,59.4,67.6,60.8,13.39850737955533
2012-12-05,40.3,36.8,54.3,59.4,55.05714285714286,12.099704837013816
2012-12-06,46.2,40.3,36.8,54.3,52.3,11.50796825392439
2012-12-07,64.9,46.2,40.3,36.8,52.785714285714285,12.0212906366757
2012-12-08,49.8,64.9,46.2,40.3,50.24285714285714,10.093373592421349
2012-12-09,60.1,49.8,64.9,46.2,50.34285714285714,10.202100624031079
2012-12-10,57.7,60.1,49.8,64.9,50.82857142857143,10.498525973632958
2012-12-11,60.4,57.7,60.1,49.8,54.199999999999996,8.912163972159904
2012-12-12,58.3,60.4,57.7,60.1,56.771428571428565,6.504796764878931
2012-12-13,49.9,58.3,60.4,57.7,57.300000000000004,5.588380803059013
2012-12-14,56.9,49.9,58.3,60.4,56.15714285714286,4.483992693592275
2012-12-15,73.8,56.9,49.9,58.3,59.58571428571429,7.178771615308603
2012-12-16,62.4,73.8,56.9,49.9,59.91428571428571,7.258426958009602
2012-12-17,66.6,62.4,73.8,56.9,61.185714285714276,7.578352629129054
2012-12-18,55.6,66.6,62.4,73.8,60.5,7.8727377703057435
2012-12-19,49.2,55.6,66.6,62.4,59.199999999999996,8.971250377362786
2012-12-20,49.3,49.2,55.6,66.6,59.11428571428571,9.077156047174714
2012-12-21,55.8,49.3,49.2,55.6,58.957142857142856,9.131238897845263
2012-12-22,53.0,55.8,49.3,49.2,55.98571428571428,6.5019044829004
2012-12-23,67.1,53.0,55.8,49.3,56.65714285714286,7.448457814173499
2012-12-24,73.1,67.1,53.0,55.8,57.58571428571428,9.11362141182602
2012-12-25,77.0,73.1,67.1,53.0,60.642857142857146,11.589486204150258
2012-12-26,63.2,77.0,73.1,67.1,62.642857142857146,10.436291988833451
2012-12-27,54.5,63.2,77.0,73.1,63.385714285714286,9.46844383050496
2012-12-28,55.0,54.5,63.2,77.0,63.271428571428565,9.57944227425131
2012-12-29,61.5,55.0,54.5,63.2,64.48571428571428,8.543111956702946
